;Texto_tweet;valoracion_corpus;valoracion_calculada;Palabras_encontradas
637;Javier Sardá ACERTÓ en su quiniela de las y hoy estará en para comentar el panorama político actual tras los resultados Y  por supuesto  viene a a  HABLAR DE SU LIBRO  No os lo podéis perder;1.0;-1.0; no(0.0) perd(-1.0)
638;Llevo ayer y hoy necesitando a Cernuda  así que será mi lectura para esta noche  Al cierre del día  feliz ;1.0;-1.0; necesit(-1.0) cierr(-1.0) feliz(1.0)
639;Gracias Vox por conseguir movilizar a la izquierda;1.0;0.0;
640;Para cojones gordos los de los vascos  OLÉ POR ELLOS ElecccionesGenerales28A;1.0;-1.0; gord(-1.0)
641;GRACIAS  Por las visitas  Por el apoyo y cariño  Por los detalles recibidos  Por llevaros un trocito de Kabuky a vuestras casas  Bienvenidos a los nuevos ;1.0;0.0;
642;el puto amo 3 0;1.0;0.0;
643;GRACIAS A ABSOLUTAMENTE TODOS LOS QUE HAN IDO A VOTAR  GRACIAS X NO PERMITIR QUE VOLVAMOS A 1822  GRACIAS ;1.0;0.0; no(0.0)
644;Con la llegada de la y las buenas temperaturas  apetece salir a la calle a leer  devorar una página tras otra en terrazas o parques bajo el sol  La hace una selección con motivo del;1.0;-1.0; buen(1.0) call(-1.0) baj(-1.0)
645;Un gol feo para la instancia del torneo y la jerarquía de Messi   pero podría valer una clasificación;-1.0;0.0; feo(-1.0) val(1.0)
646;Klopp diciendo que el mejor era Pelé  Toma Pelé;1.0;-1.0; mejor(1.0) pel(-1.0) tom(-1.0) pel(-1.0)
647;Me voy a preparar unos mates  porque falta poco para un pequeño evento llamado  la prueba del hilo dental   ah no  es la semifinal de la Sí  eso es ;1.0;-1.0; mat(-1.0) falt(-1.0) no(0.0)
648;Daenerys con espada  MI FANTASÍA hecha realidad;1.0;0.0;
649;Allá voy Dispuesta a ver Helado en mano ;1.0;0.0;
650;Lo he conversado con mi señor padre y le he dicho lo mismo  Si es necesario ahí me tendrá  Dejo esta foto y lloro por;-1.0;0.0; dich(1.0) llor(-1.0)
651;Verle a libre y liderando con el Presidente Interino el levantamiento esta mañana  fue lo más emocionante de los últimos tiempos  Parece una película de Hollywood  Ojalá Maburro NO salga ileso ;1.0;0.0; no(0.0)
652;Valverde   La temporada es un éxito y ya podemos hablar de conseguir un doblete   Messi es el centro de todo esto  su época en el Barcelona es la que marca ;1.0;0.0;
653;Hoy a cerrar y a celebrarlo  La Octava en once años   La caverna sufre en silencio  ;1.0;-1.0; cerr(-1.0) celebr(1.0) cavern(-1.0) sufr(-1.0) silenci(-1.0)
654;No me quisiera imaginar al sin Messi  sin el enano son un equipo muy inferior ;-1.0;0.0; no(0.0)
655;Tío la peña es muy ingeniosa con lo de las me estoy estallando JAJA;1.0;0.0;
656;Nuevamente mi Barça de Oro se perfila para campeón de la y los memes ya están más que listos ;1.0;0.0;
657;Felicitar a los culés por el título d liga  ENHORABUENA;1.0;0.0;
658;Somos un país maravilloso  Hemos hecho que pase  pero sobre todo hemos hecho que no pasen  Y sí  aún queda mucho camino por recorrer  pero menudo golpe en la mesa  Qué orgullo y qué emoción ;1.0;0.0; maravill(1.0) no(0.0) golp(-1.0)
659;orgulloso de haber sido en el pasado  19942000  periodista de Gracias por la postura informativa asumida el día de hoy  Esperamos que pronto vuelvan a tomar el espacio informativo;1.0;-1.0; tom(-1.0)
660;No tengo palabras  Impresionante  Te quiero;1.0;-1.0; no(0.0) impresion(-1.0)
661;Buenísimo el último capítulo de  ya está la segunda Temporada ;1.0;0.0;
662;La llamada de mi padre desde sevilla  emocionado y dándome la enhorabuena  el que luchó por sus derechos  y los míos  es el regalo de esta noche  Por él  por ellas  por tantas personas  no estoy llorando ni na;1.0;0.0; regal(1.0) no(0.0) llor(-1.0)
663;Para que podáis disfrutar de en todo su esplendor  Podéis desplazaros con el dedo en la pantalla  Me da mucha pena pensar que se ha perdido esta maravilla ;-1.0;1.0; disfrut(1.0) esplendor(1.0) pen(-1.0) perd(-1.0) maravill(1.0)
664;Habrá alguna Alma generosa que me invite a ver la final de la;1.0;0.0;
665;Me siento orgulloso de todos aquellos que hemos sabido resistirnos a volver al siglo pasado ;1.0;0.0;
666;Más libres siempre   en Valencia;1.0;0.0;
667;No sé cómo serán los demás capítulos  Pero dudo que puedan superar a este  Vaya capítulo  Vaya serie y vaya todo  Emociones a flor de piel ;1.0;0.0; no(0.0) super(1.0) seri(-1.0)
668;Pienso que el jugador clave de esta eliminatoria será Brahim  Si aparece el próximo balón de oro nadie podrá pararlo;1.0;0.0;
669;El puto amo Leo Messi 600 goles;1.0;0.0;
670;Lo bien q queda eso de ponte en el lugar de la otra persona y lo difícil q es hacerlo ;-1.0;1.0; bien(1.0)
671;Listos mis cuentos y enviados;1.0;0.0;
672;Y en este día vamos retomando la agradable rutina de enajenarnos frente a las letras con un gran autor;1.0;0.0; agrad(1.0) enajen(-1.0)
673;Orgullosa de mi país que ha frenado a la extrema derecha en las urnas ElecccionesGenerales28A;1.0;0.0;
674;No tengo una foto en la catedral de pero tengo esta secuencia hermosa ;-1.0;1.0; no(0.0) hermos(1.0)
675;Mi homenaje al libro es tener una relación amor odio con una caótica biblioteca personal  modesta pero indomable ;1.0;0.0; amor(1.0) odi(-1.0)
676;No puedo gestionar mis emociones en este momento  Bye ;-1.0;0.0; no(0.0)
677;otra escalación de violencia  ejercito contra seguidores de  Es suficiente el apoyo de las Fuerzas Armadas contra Maduro    Sin fragmentar los poderes fácticos y sobre todo el poder de los militares  no se puede dar una paso hacia la democracia;-1.0;1.0; escal(1.0) violenci(-1.0) fuerz(1.0) poder(1.0) no(0.0)
678;Mucha fuerza a mis amigos venezolanos  a sus familiares y a todo el pueblo de  Es un día histórico  se ha desatado una tormenta tras la que vendrá después la calma  Estamos con ustedes ;1.0;0.0; fuerz(1.0) torment(-1.0)
679;Leopoldo lópez nunca estuvo liderando la manifestación hacia  Una vez más Lo hizo El llamado irresponsable de estos golpistas A esta hora  sabemos que desde tempranas horas  huyó a la embajada de en;1.0;-1.0; irrespons(-1.0)
680;Así celebra el SAIME el Sería un chiste muy cómico si la realidad no fuera tan dolorosa ;-1.0;1.0; celebr(1.0) chist(1.0) comic(1.0) no(0.0) dolor(-1.0)
681;Que bobo es creer eso  es patrimonio cultural no solo de Francia sino del mundo ;-1.0;0.0; no(0.0)
682;Estoy muy proud de lo que se ha conseguido hoy ElecccionesGenerales28A;1.0;0.0;
683;con estos asientos no me extraña que prefiera chupar banquillo  Para la temporada que viene bancos de madera;-1.0;0.0; no(0.0)
684;Lo que ha hecho Messi es una locura si  Pero lo realmente extraordinario es que esto lo hace una y otra vez  No te retires nunca leo ;1.0;-1.0; locur(-1.0) no(0.0) retir(-1.0)
685;Buena día para ver Juegos de Tronos ;1.0;0.0; buen(1.0) tron(-1.0)
686;El mejor episodio de toda la serie  Brutal  Sublime ;1.0;0.0; mejor(1.0) seri(-1.0) brutal(-1.0) sublim(1.0)
687;Gracias a todas esas personas que transmiten su magia a través de palabras;1.0;0.0;
688;Orgullosa de que la izquierda se haya unido en este país para contrarrestar al fascismo que viene resurgiendo en todo el mundo ;1.0;0.0;
689;Este recordé este material que trabajé bajo la guía de mi muy querida en 2015  es sobre la biblioteca histórica de la BUAP  no la arrobo porque me tiene bloqueado   Si se hace zoom  se alcanza a leer la maravillosa historia de esta biblioteca ;1.0;-1.0; record(-1.0) baj(-1.0) no(0.0) arrob(1.0) bloqu(-1.0) maravill(1.0)
690;Que pena lo que está pasando en un presidente que viola su propia constitución y una oposición que envío al pueblo a luchar con piedras como armas;-1.0;0.0; pen(-1.0) propi(1.0)
691;con mucha frustración  y con tan poca esperanza  Merecía más Liverpool;-1.0;0.0;
692;Mrd alucinante capítulo de hoy  de principio a fin Espectacular y triste 910 puntos;1.0;0.0; alucin(1.0) trist(-1.0)
693;La lectura nunca va vacia  siempre nos deja algún conocimiento  gracias a los Libros por librarnos de la ignorancia;1.0;-1.0; vaci(-1.0) ignor(-1.0)
694;Oigo llorar a Casado desde mi sofá;1.0;-1.0; llor(-1.0)
695;Tremendo Tiro libre  tremenda definición de y lo que se acaba de comer el;1.0;-1.0; tremend(-1.0) tremend(-1.0)
696;Con tantas y tanto se me ha pasado que el sábado me reí como hacía tiempo con en Alpedrete  Que crack;1.0;0.0;
697;HOY es el Y gracias a y millones de jóvenes el planeta tiene futuro ;1.0;0.0;
698;Sus tweets de que es bien triste lo de;-1.0;0.0; bien(1.0) trist(-1.0)
699;No es por nada  pero sentirme orgulloso de mi hermano es poco cuando le ves en los créditos del último capitulo de y ya van dos veces en GOT;1.0;-1.0; no(0.0) sent(-1.0) got(-1.0)
700;Memorable capítulo de  Y aún nos quedan tres más ;1.0;0.0;
701;Totalmente de acuerdo Esperemos volver a verla así;1.0;0.0;
702;Apreté los puños y aguanté la respiración por 80 minutos Que combate y final de episodio;1.0;-1.0; apret(-1.0) aguant(-1.0)
703; Claro  los niños siempre se quieren parecer a sus súper héroes   El mejor de todos  ;1.0;0.0; her(-1.0) mejor(1.0)
704;Fuimos hace tres años y me pareció impresionante  su historia y todo su interior  Entramos varias veces pq siempre se;1.0;-1.0; impresion(-1.0)
705;Mi agradecimiento a todas las personas civilizadas que fueron hoy a votar  Gracias por salvar el país ;1.0;0.0;
706;No me cansaré    Messi Valorar lo que estamos viendo  nunca veremos otro igual ;1.0;0.0; no(0.0) cans(-1.0) valor(1.0)
707;Qué crack es Salah  pero le falta equipo;1.0;-1.0; falt(-1.0)
708;La disfruté por primera vez hace más de 30 años  deseando admirarla mucho tiempo más;-1.0;1.0; disfrut(1.0) admir(1.0)
709;Yo voy a ver otra vez el capitulo  A ver si lo disfruto mas sabiendo lo q pasa  sin sufrir tanto xD;1.0;0.0; disfrut(1.0) sufr(-1.0)
710;siempre fuiste tú la que llevo en la mente  la que encuentro en cada párrafo  El teléfono inteligente solo me dice chismes ;1.0;0.0;
711;Yo no soy adivina  pero me da que Pablo Casado ya tiene un pie fuera del PP;1.0;0.0; no(0.0)
712;Qué tal vuestro  Recomendadme alguno para cuando me termine este;1.0;0.0;
713;Goooooooool del inigualable el mago mi  Messi ;1.0;0.0;
714;Mis respetos por aquellos que están dando la batalla que algunos no podemos dar  La libre jamás los olvidará  Gracias;1.0;-1.0; no(0.0) olvid(-1.0)
715;Feliz lunes  ahora con Mas motivo que ayer  a trabajar duro  y sacar este país adelante que falta nos hará  Y ser más optimistas con la que nos viene ;1.0;0.0; feliz(1.0) dur(-1.0) falt(-1.0) optim(1.0)
716;SOLUCIONADO pacto y mayoría absoluta sin los independentistas;1.0;0.0;
717;Increíblemente brutal este plano general de la batalla de ;1.0;-1.0; brutal(-1.0)
718;Capítulo hermoso de desde la puesta en escena  lo técnico y narrativo  Por momentos un poco caótico pero  no debe ser así la guerra ;1.0;0.0; hermos(1.0) no(0.0) guerr(-1.0)
719;Ayer  mi hijo me preguntó  Entre salvar un hombre aleatorio y u otro monumento equivalente  qué elegirías  Todavía se me encoge el alma por el segundo que tardé en contestar  Pero creo que merece la pena arriesgar la vida por salvar algunas Cosas   Con mayúsculas  ;1.0;-1.0; encog(-1.0) pen(-1.0)
720;Solo el hace estas cosas  GOL DE 3 0;1.0;0.0;
721;BRUTAL  Gracias Miguel Sapochnik  Has hecho historia en la televisión  INSUPERABLE;1.0;0.0; brutal(-1.0) insuper(1.0)
722;No me gustó como le quitaron protagonismo a los lobos por los dragones  que a la final ni sirvieron;-1.0;0.0; no(0.0) gust(1.0) quit(-1.0)
723;Hoy se puede consumar un nuevo año de dominio del rey del fútbol español con la consecución de en el A sus pies magestad ;1.0;0.0; consum(-1.0) domini(1.0)
724;Esta sensación de que haya desaparecido un lugar hermoso en el que nunca estuviste  creo que resuena con esa sensación tan humana de lamentar vidas que ya no es posible vivir;-1.0;1.0; hermos(1.0) lament(-1.0) no(0.0) viv(1.0)
725;Irreal  Único  Messi  600 goles  A 14 años del primero que hizo con la primera del  Que vengan de a uno a los críticos ;1.0;0.0;
726;Ahora mismo ME SIENTO ORGULLOSO DE SER ESPAÑOL JODER ;1.0;0.0;
727;Esta obra fue redactada gracias a la memoria colectiva  a varias manos No se encuentra ya en librerías  está agotado  Una manera de acercarse a él es con los propios habitantes  intentando rastrearlo  Feliz  vecinos Y que todos los días sean días de libros ;1.0;0.0; no(0.0) agot(-1.0) propi(1.0) rastr(-1.0) feliz(1.0)
728;La ciudadanía española entendió perfectamente que las elecciones de ayer eran una emergencia nacional  como reclamaba  Por eso se movilizó masivamente  para encargar el gobierno al y poner al trío de Colón en su sitio ;1.0;0.0; perfect(1.0) siti(-1.0)
729;Que linda que es la lpm;1.0;0.0;
730;Todo listo  Esta noche sed buenos y no hagáis spoilers;1.0;0.0; sed(-1.0) buen(1.0) no(0.0)
731;Alucinante Impresionante Indescriptible Esperanzador Sorprendente Emocionante Energico Brillante Lo mejor que he visto en tiempo de esta gran serie  Flipando estoy;1.0;0.0; alucin(1.0) impresion(-1.0) mejor(1.0) seri(-1.0)
732;El 8x03 de Juego de Tronos es sencillamente espectacular;1.0;-1.0; tron(-1.0)
733;Tenemos una gran sorpresa para ti Visita nuestro Facebook;1.0;0.0;
734;Messi  maldito animal Que golazo;1.0;-1.0; maldit(-1.0)
735;Cuando pregunten quien es el mejor jugador en la  HISTORIA  Todos griten LIONEL MESSI;1.0;0.0; mejor(1.0) grit(-1.0)
736;Soy totalmente Mis mejores compras van dentro de una bolsa amarilla con morado Libros;1.0;0.0; mejor(1.0) mor(-1.0)
737;La fachada de la catedral de Notre Dame fue salvada y se podrá restaurar  pero el techo y algunas obras como vitrales sufrieron grandes afectaciones Checa toda la info;-1.0;0.0; sufr(-1.0) grand(1.0)
738;Estaba sufriendo el Barsa pero si tienes a Messi    2 a 0;1.0;-1.0; sufr(-1.0)
