;ID;texto_tweet_original;valoracion_corpus;Texto_tweet;valoracion_calculada
1640;4850;Gracias a Leo Messi. Barcelona se quedo con el título del fútbol español. Llegó a su título número 26°. ¡Mira el gol del argentino! https://t.co/KBqYutjubB HASHTAG HASHTAG HASHTAG 🎉👏;1.0;Gracias a Leo Messi  Barcelona se quedo con el título del fútbol español  Llegó a su título número 26  Mira el gol del argentino;0.0
1641;4851;¡Hoy vamos por el título de HASHTAG! https://t.co/qwkSLEE4Er;1.0;Hoy vamos por el título de;0.0
1642;4852;Empieza el 2do tiempo, el árbitro no trajo las tarjetas. HASHTAG HASHTAG HASHTAG cuidado con Liverpool y la velocidad que tienen! 😱😯;-1.0;Empieza el 2do tiempo  el árbitro no trajo las tarjetas  cuidado con Liverpool y la velocidad que tienen;0.0
1643;4854;El mejor equipo de la HASHTAG   Simplemente HASHTAG y HASHTAG !!! https://t.co/n0D3ZQJyhj;1.0;El mejor equipo de la Simplemente y;1.0
1644;4855;No conozco su ciudad,ni tampoco la conocía por dentro, pero eso no hace falta para saber que siglos y siglos de historia, arquitectura y cultura terminaron bajo fuego, destruídos, para siempre. Pueden tratar de reconstruir, pero la magia de lo auténtico, ya se perdió  HASHTAG https://t.co/6cZg2YQrT4;-1.0;No conozco su ciudad  ni tampoco la conocía por dentro  pero eso no hace falta para saber que siglos y siglos de historia  arquitectura y cultura terminaron bajo fuego  destruídos  para siempre  Pueden tratar de reconstruir  pero la magia de lo auténtico  ya se perdió;-1.0
1645;4861;Este equipo, y algunas que faltan, se ha echado una campaña muy dura a las espaldas. Enhorabuena campeonas HASHTAG HASHTAG https://t.co/d9ZGeuLWCL;1.0;Este equipo  y algunas que faltan  se ha echado una campaña muy dura a las espaldas  Enhorabuena campeonas;-1.0
1646;4862;En unos minutos comenzamos con HASHTAG por la 88.1 FM 📻. Traemos la mejor programación hoy en el HASHTAG.  Tenemos música, recomendaciones y mucho más😃 https://t.co/oQjCVewerx;1.0;En unos minutos comenzamos con por la 88  1 FM  Traemos la mejor programación hoy en el  Tenemos música  recomendaciones y mucho más;1.0
1647;4863;Muchas gracias a los amigos de Francia por sus mensajes de amistad y afecto. Mucha emoción de toda una Nación y tristeza por ver quemarse este monumento emblemático. Como los dice el Presidente USER vamos a reconstruirla HASHTAG HASHTAG https://t.co/faLx627KJe;-1.0;Muchas gracias a los amigos de Francia por sus mensajes de amistad y afecto  Mucha emoción de toda una Nación y tristeza por ver quemarse este monumento emblemático  Como los dice el Presidente vamos a reconstruirla;-1.0
1648;4865;Tragedia para la humanidad el incendio que afecta la Catedral de Notre Dame,   Una irreparable pérdida que nos conmociona. HASHTAG, HASHTAG, HASHTAG, HASHTAG;-1.0;Tragedia para la humanidad el incendio que afecta la Catedral de Notre Dame  Una irreparable pérdida que nos conmociona    ;-1.0
1649;4869;Independientemente de lo cada uno haya votado, estoy orgullosa del nivel de movilización que ha habido en estas elecciones. HASHTAG HASHTAG;1.0;Independientemente de lo cada uno haya votado  estoy orgullosa del nivel de movilización que ha habido en estas elecciones ;0.0
1650;4870;CAMPEONES!!!!! Ha tocado sufrir, pero ha merecido la pena. Nuestra octava HASHTAG en los últimos once años. Los más grandes!!! Continuamos HASHTAG GRANDE BARÇA!!! HASHTAG VAMOS!!! https://t.co/xjTPxBn2C1;1.0;CAMPEONES Ha tocado sufrir  pero ha merecido la pena  Nuestra octava en los últimos once años  Los más grandes Continuamos GRANDE BARÇA VAMOS;0.0
1651;4871;Que tristeza ver como la Argentina, por obra y gracia de la basura que hoy la gobierna, queda pegada al intento de golpe de estado en HASHTAG, comandado, una vez más, por Estados Unidos. Tiempo de miserables traidores, capaces de entregar Soberanía por una foto con Trump...;-1.0;Que tristeza ver como la Argentina  por obra y gracia de la basura que hoy la gobierna  queda pegada al intento de golpe de estado en  comandado  una vez más  por Estados Unidos  Tiempo de miserables traidores  capaces de entregar Soberanía por una foto con Trump ;-1.0
1652;4872;Celebremos el día del libro recomendando libros, abro hilo:  HASHTAG;1.0;Celebremos el día del libro recomendando libros  abro hilo ;1.0
1653;4876;Uff, día muy complicado porque la vida no entiende de celebraciones. Peeero, me paso por aquí para desearos un feliz HASHTAG, HASHTAG y, por supuesto, un feliz HASHTAG. Qué encontréis vuestros libros ideales y que los libros encuentren a los lectores que merecen https://t.co/4ohqOwCw4C;1.0;Uff  día muy complicado porque la vida no entiende de celebraciones  Peeero  me paso por aquí para desearos un feliz  y  por supuesto  un feliz  Qué encontréis vuestros libros ideales y que los libros encuentren a los lectores que merecen;1.0
1654;4878;Qué golazo del mejor jugador del mundo USER USER HASHTAG https://t.co/VRuFlDiwiV;1.0;Qué golazo del mejor jugador del mundo;1.0
1655;4880;lo mejor del dia, HASHTAG y el almuerzo de mi novia;1.0;o mejor del dia  y el almuerzo de mi novia;1.0
1656;4886;La primera des tres. Felicidades USER. HASHTAG ✅ Más de dos !  HASHTAG HASHTAG. Mes que un club. HASHTAG HASHTAG https://t.co/pL8IY6TzG5;1.0;La primera des tres  Felicidades  Más de dos  Mes que un club ;1.0
1657;4889;HERMANAS VIUDAS, SE HA QUEDADO UNA NOCHE PERFECTA PARA AMARNOS MUCHO ! VAMOS A HACER EL AMOR ESTA NOCHE, 11 MILLONES DE VOTANTES NOS AVALAN !!!! HASHTAG HASHTAG HASHTAG;1.0;HERMANAS VIUDAS  SE HA QUEDADO UNA NOCHE PERFECTA PARA AMARNOS MUCHO VAMOS A HACER EL AMOR ESTA NOCHE  11 MILLONES DE VOTANTES NOS AVALAN;1.0
1658;4892;Mañana es 15M y el movimiento de jóvenes HASHTAG es imparable... Ánimo chicos, el futuro será verde o no será...Sin planeta no hay futuro!! HASHTAG HASHTAG… https://t.co/gitozmqwQo;1.0;Mañana es 15M y el movimiento de jóvenes es imparable  Ánimo chicos  el futuro será verde o no será  Sin planeta no hay futuro;1.0
1659;4893;¡MESSI, SIEMPRE MESSI!  HASHTAG es campeón 🏆 de HASHTAG 🇪🇸 al derrotar 1-0 a Levante (gol de campeonato ⚽️ de ya sabes quien)  ▶️ 7° liga en la última década ▶️ 26 ° liga (a 7 del HASHTAG) ▶️ 34° título de HASHTAG 🇦🇷 (10° liga)  HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/Bj2AOSooTl;1.0;MESSI  SIEMPRE MESSI es campeón de al derrotar 10 a Levante  gol de campeonato de ya sabes quien  7 liga en la última década 26 liga  a 7 del  34 título de  10 liga ;-1.0
1660;4894;Habría que pensar en la felicidad que nos han dado algunos escritores hoy HASHTAG;1.0;Habría que pensar en la felicidad que nos han dado algunos escritores hoy;1.0
1661;4901;Feliz HASHTAG En este momento me encuentro sumido en esta fructífera lectura de Historia Política   Cuál es la tuya? https://t.co/sA82MusGAx;1.0;Feliz En este momento me encuentro sumido en esta fructífera lectura de Historia Política Cuál es la tuya ;1.0
1662;4906;HASHTAG Al igual que el mundo, también la Santa Sede y el HASHTAG acogió con incredulidad y tristeza la noticia del terrible suceso que ha devastado este símbolo de la cristiandad, no sólo en Francia HASHTAG https://t.co/pe4jmz05Ph;-1.0;Al igual que el mundo  también la Santa Sede y el acogió con incredulidad y tristeza la noticia del terrible suceso que ha devastado este símbolo de la cristiandad  no sólo en Francia;-1.0
1663;4909;Terrible pérdida cultural, histórica, arquitectónica y religiosa para la humanidad. Una lástima HASHTAG https://t.co/S8S1FiiGYU;-1.0;Terrible pérdida cultural  histórica  arquitectónica y religiosa para la humanidad  Una lástima;-1.0
1664;4918;Eran padres y abuelos con actitud de arrepentimiento prometiendo a una niña que a partir de ahora se portarán bien.#GretaThunberg https://t.co/x4le6RRHPj;-1.0;Eran padres y abuelos con actitud de arrepentimiento prometiendo a una niña que a partir de ahora se portarán bien  GretaThunberg;0.0
1665;4919;-Todos lloran por HASHTAG pero quien llora por....  COMETE UNA VERGA Y LLORA TU Y DEJA A LA GENTE LLORAR POR LO QUE LES DE LA GANA.;-1.0;Todos lloran por pero quien llora por   COMETE UNA VERGA Y LLORA TU Y DEJA A LA GENTE LLORAR POR LO QUE LES DE LA GANA ;-1.0
1666;4923;España es un país maravilloso. Lo de la patria y lo de los balcones, es fascismo, y hoy, ha sido derrotado: VIVA LA IZQUIERDA DE MI PAÍS. HASHTAG;1.0;España es un país maravilloso  Lo de la patria y lo de los balcones  es fascismo  y hoy  ha sido derrotado  VIVA LA IZQUIERDA DE MI PAÍS ;1.0
1667;4925;Grande USER!!! USER 1 - 0 USER Vamos Barcelona!!! HASHTAG HASHTAG;1.0;Grande 1 0 Vamos Barcelona;1.0
1668;4926;Un susto lo que pasamos con el barca, pero se ganó 😃😃😃😃  HASHTAG  HASHTAG;1.0;Un susto lo que pasamos con el barca  pero se ganó;1.0
1669;4927;Feliz día del libro a todos mis lectores HASHTAG;1.0;Feliz día del libro a todos mis lectores;1.0
1670;4931;HASHTAG les desea un feliz Día Internacional del Libro y del Derecho de Autor!! 🤪🥳  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG… https://t.co/jz9851NoYW;1.0;les desea un feliz Día Internacional del Libro y del Derecho de Autor;1.0
1671;4937;Extraterrestre Messi, estaba defendiendo y en 2 segundos atacando adelante 👏 HASHTAG HASHTAG;1.0;Extraterrestre Messi  estaba defendiendo y en 2 segundos atacando adelante;0.0
1672;4938;¿Qué si estoy triste por HASHTAG? Cómo no voy a estar triste si ahí fue donde me bautizaron... (Me dueles Paris)...Snif snif;-1.0;Qué si estoy triste por  Cómo no voy a estar triste si ahí fue donde me bautizaron   Me dueles Paris   Snif snif;-1.0
1673;4939;Hoy es un día triste y la tristeza se expandirá por siempre, hoy será recordado como el día que nuestra generación dejó perder a HASHTAG  https://t.co/KSRuxixk46;-1.0;Hoy es un día triste y la tristeza se expandirá por siempre  hoy será recordado como el día que nuestra generación dejó perder a;-1.0
1674;4940;"""Lo extraordinario es que parezca normal"".  Grandes. ❤️💙  HASHTAG HASHTAG.";1.0; Lo extraordinario es que parezca normal   Grandes  ;1.0
1675;4941;El HASHTAG juega muy bien y no quiero desmerecer su triunfo de ayer ante los HASHTAG por la HASHTAG pero le hace mucha falta Harry HASHTAG igualmente el HASHTAG demostró un gran juego y es justo ganador. Todo puede pasar!;-1.0;El juega muy bien y no quiero desmerecer su triunfo de ayer ante los por la pero le hace mucha falta Harry igualmente el demostró un gran juego y es justo ganador  Todo puede pasar;1.0
1676;4942;No pasaron,  y el Rayo le ganó al Real!!!!  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG;1.0;No pasaron  y el Rayo le ganó al Real;1.0
1677;4943;HASHTAG muchísimo tiempo que no veía al Barça tan ahogado 😱😱😱;-1.0;muchísimo tiempo que no veía al Barça tan ahogado;-1.0
1678;4946;Que delantero es Suarez, lucha todas y pelea con todos.  HASHTAG;1.0;Que delantero es Suarez  lucha todas y pelea con todos ;-1.0
1679;4950;Que diferente sería nuestra sociedad si la misma emoción que nos hace llorar, devastar el alma y dejarnos petrificados en el sofá ante HASHTAG  la aplicaramos ante las injusticias, las guerras y los millones de fallecidos por  hambre que a diario mueren en el olvido;-1.0;Que diferente sería nuestra sociedad si la misma emoción que nos hace llorar  devastar el alma y dejarnos petrificados en el sofá ante la aplicaramos ante las injusticias  las guerras y los millones de fallecidos por hambre que a diario mueren en el olvido;-1.0
1680;4951;Capitulazo, pasarán los años y no creo que volvamos a ver nada parecido a Juego de Tronos, sublime. HASHTAG HASHTAG https://t.co/7yBQHxoAFO;1.0;Capitulazo  pasarán los años y no creo que volvamos a ver nada parecido a Juego de Tronos  sublime ;0.0
1681;4952;¿Os dais cuenta de que el capítulo apenas ha tenido diálogo y todos estamos hablando de uno de los mejores episodios de la serie? Eso es maestría HASHTAG;1.0;Os dais cuenta de que el capítulo apenas ha tenido diálogo y todos estamos hablando de uno de los mejores episodios de la serie  Eso es maestría;-1.0
1682;4954;La Arquitectura ve impotente cómo es consumida por las llamas la Catedral de Nuestra Señora de París. Joya arquitectónica del Gótico francés, se levantó estoicamente de otros incendios, pero nunca tan voraz como el de hoy. Las obras en su interior reducidas a cenizas. HASHTAG;-1.0;La Arquitectura ve impotente cómo es consumida por las llamas la Catedral de Nuestra Señora de París  Joya arquitectónica del Gótico francés  se levantó estoicamente de otros incendios  pero nunca tan voraz como el de hoy  Las obras en su interior reducidas a cenizas ;-1.0
1683;4960;Un USER muy enredado.. fácil rival para USER HASHTAG;1.0;Un muy enredado   fácil rival para;0.0
1684;4962;HASHTAG es hoy tapa en todo el mundo. Tristeza mundial por los daños del incendio en tan magnífico patrimonio de la humanidad. 😔 https://t.co/O3ZZO2KNKK;-1.0;es hoy tapa en todo el mundo  Tristeza mundial por los daños del incendio en tan magnífico patrimonio de la humanidad ;-1.0
1685;4963;Feliz día de San Jorge y día del libro!....  Hoy he leído un clásico...  Y tu?  Jajajajajaja  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG… https://t.co/4ynQb7RF8e;1.0;Feliz día de San Jorge y día del libro   Hoy he leído un clásico  Y tu  Jajajajajaja;1.0
1686;4965;Cuando... 😮🤩😭👏🤩🤩🤩🤩 Es más, por mi ya pudo terminar hoy la serie.  👏😭🎊😭👏🎊👏🤩🎊👏😭🎊  HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/kctmJDwPhM;-1.0;Cuando  Es más  por mi ya pudo terminar hoy la serie ;-1.0
1687;4966;“Un lector vive mil vidas antes de morir. El que no lee, vive solamente una”  ¡Feliz día del libro!  HASHTAG HASHTAG en Toluca, Mexico https://t.co/CD1QT5w6av;1.0;Un lector vive mil vidas antes de morir  El que no lee  vive solamente una Feliz día del libro en Toluca  Mexico;1.0
1688;4967;Este fue uno de las primeras novelas que leí y recuerdo que después de eso me volví una apasionada de la lectura...  Lo mejor es que lo escribió la maestra que me daba clases de español en la secundaria 😌😌 HASHTAG https://t.co/QTps1tdxn1;1.0;Este fue uno de las primeras novelas que leí y recuerdo que después de eso me volví una apasionada de la lectura  Lo mejor es que lo escribió la maestra que me daba clases de español en la secundaria;1.0
1689;4973;Hoy hay Chaaaaampions y queremos saber quién gana hoy sobrinos.  HASHTAG HASHTAG HASHTAG HASHTAG;1.0;Hoy hay Chaaaaampions y queremos saber quién gana hoy sobrinos ;1.0
1690;4978;Hoy si voy a sacar la bandera de España. Orgullosa de este país! ♥️💜 HASHTAG;1.0;Hoy si voy a sacar la bandera de España  Orgullosa de este país;0.0
1691;4979;Los sentimientos encontrados entre la impotencia y la tristeza de ver un emblema caer, no sólo es un dolor entre parisinos y católicos, es una perdida de la historia, una tragedia para la humanidad. HASHTAG HASHTAG HASHTAG https://t.co/4bjIYtctEN;-1.0;Los sentimientos encontrados entre la impotencia y la tristeza de ver un emblema caer  no sólo es un dolor entre parisinos y católicos  es una perdida de la historia  una tragedia para la humanidad ;-1.0
1692;4980;"Agradecemos al público que asistió a la primera charla sobre literatura fantástica y la proyección de la película ""Las Crónicas de Narnia: el León, la Bruja y el Armario"" 👏 HASHTAG y HASHTAG 📚 https://t.co/BY7pWuYpnb";1.0;Agradecemos al público que asistió a la primera charla sobre literatura fantástica y la proyección de la película  Las Crónicas de Narnia  el León  la Bruja y el Armario  y;-1.0
1693;4981;Señoras y señores, lo conseguimos. Hoy hemos parado a la España más rancia y casposa, gracias a todos. HASHTAG;1.0;Señoras y señores  lo conseguimos  Hoy hemos parado a la España más rancia y casposa  gracias a todos ;0.0
1694;4989;No voy a dormir una mierda porque mañana hay que madrugar y estudiar, pero lo que acabo de ver esta noche no se merecía menos... Me cago en mi puta vida. Recomendación si eres sensible como yo: paquete de pañuelos que no falte. HASHTAG HASHTAG HASHTAG;-1.0;No voy a dormir una mierda porque mañana hay que madrugar y estudiar  pero lo que acabo de ver esta noche no se merecía menos  Me cago en mi puta vida  Recomendación si eres sensible como yo  paquete de pañuelos que no falte ;-1.0
1695;4990;Hasta ahora me entero lo de HASHTAG ¡Qué triste! 😢;-1.0;Hasta ahora me entero lo de Qué triste;-1.0
1696;4997;Y despues me preguntan por que lo amo tanto.  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG;1.0;Y despues me preguntan por que lo amo tanto ;0.0
1697;4998;Que bien nos sienta follar eh... Arya lo ha dejado claro. REINA. HASHTAG HASHTAG HASHTAG;1.0;Que bien nos sienta follar eh  Arya lo ha dejado claro  REINA ;1.0
1698;4999;🤣 Los mejores memes del tercer capítulo de HASHTAG  ▶️ https://t.co/q7yFJJlx9R https://t.co/tJv7GgAjmj;1.0;Los mejores memes del tercer capítulo de;1.0
1699;5000;Una pena ver cómo ardía HASHTAG 😢  Les hubiera venido bien la lluvia que caía ayer en HASHTAG 😔 HASHTAG https://t.co/GaaFRgTtMj;-1.0;Una pena ver cómo ardía Les hubiera venido bien la lluvia que caía ayer en;0.0
1700;5001;Estoy fascinada...no sé si quiere seguidores,si es que es masoquista o que se dio un golpe de pequeña ...me haría gracia si no fuera tan triste ... me recuerda a lo de Froilán cuando se pegó un tiro en el pie¿Os acordáis? HASHTAG https://t.co/Quapxhqzk4;1.0;Estoy fascinada  no sé si quiere seguidores  si es que es masoquista o que se dio un golpe de pequeña  me haría gracia si no fuera tan triste  me recuerda a lo de Froilán cuando se pegó un tiro en el pie Os acordáis ;-1.0
1701;5003;Feliz al recordar a Rubén Darío hoy HASHTAG;1.0;Feliz al recordar a Rubén Darío hoy;0.0
1702;5007;HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG Mi grito con lo que hizo Melissandre se oyó en la China. ¡Que emoción!;1.0;Mi grito con lo que hizo Melissandre se oyó en la China  Que emoción;-1.0
1703;5009;HASHTAG🙏🕯️ Quién dijo que todo está perdido?  Yo vengo a ofrecer mi corazón Tanta sangre que se llevó el rí­o,  Yo vengo a ofrecer mi corazón No será tan fácil, ya sé qué pasa, No será tan simple como pensaba, Como abrir el pecho y sacar el alma, Una cuchillada del amor🙏🕯️ https://t.co/Kk0a5sLl4k;1.0;Quién dijo que todo está perdido  Yo vengo a ofrecer mi corazón Tanta sangre que se llevó el rí o  Yo vengo a ofrecer mi corazón No será tan fácil  ya sé qué pasa  No será tan simple como pensaba  Como abrir el pecho y sacar el alma  Una cuchillada del amor;0.0
1704;5011;Es la puta mejor serie HASHTAG 😪;1.0;Es la puta mejor serie;0.0
1705;5022;Que bueno que conocí HASHTAG  antes del incendio. https://t.co/5d3fdbrLEs;1.0;Que bueno que conocí antes del incendio ;0.0
1706;5023;HASHTAG HASHTAG a leer dragones y aventuras sin fin https://t.co/HhijWmiURx;1.0;a leer dragones y aventuras sin fin;0.0
1707;5025;Qué tristeza 🙄 Cuánta gente debe salir lastimada, sólo por el capricho de 1 humano.  HASHTAG https://t.co/wjYTwjznMd;-1.0;Qué tristeza Cuánta gente debe salir lastimada  sólo por el capricho de 1 humano ;-1.0
1708;5027;HASHTAG, que no tengamos que llorar;-1.0; que no tengamos que llorar;-1.0
1709;5028;La sonrisa del DT del HASHTAG HASHTAG después del golazo de tiro libre de HASHTAG explica lo genial que es este tipo. HASHTAG ⚽️⚡️✊🏻;1.0;La sonrisa del DT del después del golazo de tiro libre de explica lo genial que es este tipo ;1.0
1710;5029;HASHTAG USER (get_repost) ・・・ Los libros son mentes que hablan para quienes escuchan y entiendan la eternidad a través de ellos. HASHTAG HASHTAG HASHTAG https://t.co/PxrD52wjUk;1.0; getrepost  Los libros son mentes que hablan para quienes escuchan y entiendan la eternidad a través de ellos ;0.0
1711;5032;Arya hija de puta! TE AMOOOOOO. HASHTAG HASHTAG;1.0;Arya hija de puta TE AMOOOOOO ;0.0
1712;5033;"✅ Javier Sardá ACERTÓ en su quiniela de las HASHTAG y hoy estará en HASHTAG para comentar el panorama político actual tras los resultados 📊 Y, por supuesto, viene a USER a ""HABLAR DE SU LIBRO""📕😜 ¡No os lo podéis perder! 😉 https://t.co/uBM2D2QS0J";1.0;Javier Sardá ACERTÓ en su quiniela de las y hoy estará en para comentar el panorama político actual tras los resultados Y  por supuesto  viene a a  HABLAR DE SU LIBRO  No os lo podéis perder;-1.0
1713;5034;Y después del desolador HASHTAG capitulazo de HASHTAG 8x03 🥶😳🤐;-1.0;Y después del desolador capitulazo de 8x03;-1.0
1714;5038;Llevo ayer y hoy necesitando a Cernuda, así que será mi lectura para esta noche.  Al cierre del día: feliz HASHTAG. https://t.co/OXL0eLdqwa;1.0;Llevo ayer y hoy necesitando a Cernuda  así que será mi lectura para esta noche  Al cierre del día  feliz ;-1.0
1715;5043;HOY, por el puto mejor día del año, HASHTAG me gustaría saber cuál fue ese libro que os hizo enamoraros de la lectura!! 🙀;1.0;HOY  por el puto mejor día del año  me gustaría saber cuál fue ese libro que os hizo enamoraros de la lectura;1.0
1716;5044;Gracias Vox por conseguir movilizar a la izquierda HASHTAG HASHTAG;1.0;Gracias Vox por conseguir movilizar a la izquierda;0.0
1717;5045;La catedral de Notre Dame ha quedado devastada por las llamas. Desde DEKRA Industrial mostramos nuestra preocupación y tristeza por lo ocurrido. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/AhgPWKEREg;-1.0;La catedral de Notre Dame ha quedado devastada por las llamas  Desde DEKRA Industrial mostramos nuestra preocupación y tristeza por lo ocurrido ;-1.0
1718;5046;Hoy es el HASHTAG así que también es el día de mi querido Mermo, un personaje que realmente es un libro. Feliz día Mermo!! https://t.co/dvxPDwxWOP;1.0;Hoy es el así que también es el día de mi querido Mermo  un personaje que realmente es un libro  Feliz día Mermo;1.0
1719;5047;Para cojones gordos los de los vascos... OLÉ POR ELLOS!!!#ElecccionesGenerales28A;1.0;Para cojones gordos los de los vascos  OLÉ POR ELLOS ElecccionesGenerales28A;-1.0
1720;5052;❤️GRACIAS❤. * ❤️Por las visitas. ❤️Por el apoyo y cariño. ❤️Por los detalles recibidos. ❤️Por llevaros un trocito de Kabuky a vuestras casas. ❤️Bienvenidos a los nuevos. HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/P8tZPXBrof;1.0;GRACIAS  Por las visitas  Por el apoyo y cariño  Por los detalles recibidos  Por llevaros un trocito de Kabuky a vuestras casas  Bienvenidos a los nuevos ;0.0
1721;5059;Muy triste por HASHTAG 😔🤧 y pensar que hace poco vi una imagen en Google 😭 https://t.co/MmdwpGHHLL;-1.0;Muy triste por y pensar que hace poco vi una imagen en Google;-1.0
1722;5060;Acabo de terminarme el tercer capítulo de HASHTAG, no voy a hacer ningún spoiler ni nada, ya que no me gusta que me los hagan, pero puedo decir, que es el mejor capítulo de la historia de una serie... Nunca había visto nada igual... Ambientación, música, interpretación...;1.0;Acabo de terminarme el tercer capítulo de  no voy a hacer ningún spoiler ni nada  ya que no me gusta que me los hagan  pero puedo decir  que es el mejor capítulo de la historia de una serie  Nunca había visto nada igual  Ambientación  música  interpretación ;1.0
1723;5062;HASHTAG el puto amo  HASHTAG  HASHTAG  USER 3- USER 0;1.0;el puto amo 3 0;0.0
1724;5066;Maravilloso día del trabajador porque podré ver la HASHTAG 👐😱;1.0;Maravilloso día del trabajador porque podré ver la;1.0
1725;5069;GRACIAS A ABSOLUTAMENTE TODOS LOS QUE HAN IDO A VOTAR. GRACIAS X NO PERMITIR QUE VOLVAMOS A 1822.  GRACIAS. 💜🌹 HASHTAG HASHTAG;1.0;GRACIAS A ABSOLUTAMENTE TODOS LOS QUE HAN IDO A VOTAR  GRACIAS X NO PERMITIR QUE VOLVAMOS A 1822  GRACIAS ;0.0
1726;5071;¡SE ACABÓ!  Gracias a un gol de Suárez y doblete de HASHTAG, el USER sueña en grande con la Final de la HASHTAG tras vencer 3-0 al USER en la Ida de las Semis. Cifras: https://t.co/S3JZ0EkvY5 📸 Reuters https://t.co/zjrJtLaw3g;1.0;SE ACABÓ Gracias a un gol de Suárez y doblete de  el sueña en grande con la Final de la tras vencer 30 al en la Ida de las Semis  Cifras  Reuters;1.0
1727;5076;Tanta información que se lee en las RRSS sobre HASHTAG, pero qué tristeza la posición que han mantenido los MEDIOS del país. Ausencia de información, AUTOCENSURA.! Parece que se vive en Narnia cuando realmente hay crisis y caos. USER USER USER;-1.0;Tanta información que se lee en las RRSS sobre  pero qué tristeza la posición que han mantenido los MEDIOS del país  Ausencia de información  AUTOCENSURA  Parece que se vive en Narnia cuando realmente hay crisis y caos ;-1.0
1728;5081;Exacto, los que queremos a nuestro país, con su plurinacionalidad, su Estado de Bienestar, su sanidad pública, su educación gratuita y de calidad, su gente queriendo a quien le dé la gana... etc. Esa es nuestra España. HASHTAG https://t.co/REWdq0TROT;1.0;Exacto  los que queremos a nuestro país  con su plurinacionalidad  su Estado de Bienestar  su sanidad pública  su educación gratuita y de calidad  su gente queriendo a quien le dé la gana  etc  Esa es nuestra España ;1.0
1729;5083;🌳👩📚 Con la llegada de la HASHTAG y las buenas temperaturas, apetece salir a la calle a leer: devorar una página tras otra 📖🏞 en terrazas o parques bajo el sol. 🗞📰 La USER hace una selección con motivo del 📓 HASHTAG ➡ https://t.co/ZzLz6jOs99 ✅;1.0;Con la llegada de la y las buenas temperaturas  apetece salir a la calle a leer  devorar una página tras otra en terrazas o parques bajo el sol  La hace una selección con motivo del;-1.0
1730;5087;Un gol feo para la instancia del torneo y la jerarquía de Messi....pero podría valer una clasificación  HASHTAG HASHTAG;-1.0;Un gol feo para la instancia del torneo y la jerarquía de Messi   pero podría valer una clasificación;0.0
1731;5092;Viva España. Y viva el Socialismo. 💪🏼🥀   HASHTAG;1.0;Viva España  Y viva el Socialismo ;1.0
1732;5096;Klopp diciendo que el mejor era Pelé, 😂😂😂😂 Toma Pelé!!! HASHTAG;1.0;Klopp diciendo que el mejor era Pelé  Toma Pelé;-1.0
1733;5097;"Me voy a preparar unos mates, porque falta poco para un pequeño evento llamado ""la prueba del hilo dental""...ah no, es la semifinal de la HASHTAG!!! Sí, eso es...";1.0;Me voy a preparar unos mates  porque falta poco para un pequeño evento llamado  la prueba del hilo dental   ah no  es la semifinal de la Sí  eso es ;-1.0
1734;5100;Daenerys con espada, MI FANTASÍA hecha realidad!! HASHTAG HASHTAG;1.0;Daenerys con espada  MI FANTASÍA hecha realidad;0.0
1735;5102;Leer un libro te alegra el alma, te da conciencia de la unidad. Acabo de leer uno HASHTAG;1.0;Leer un libro te alegra el alma  te da conciencia de la unidad  Acabo de leer uno;1.0
1736;5103;Celebré el HASHTAG escribiendo y rodeado de este simple puñado de tantos 📖 que me gustan y viven en casa. Como buen madrileño-aragonés celebro además HASHTAG, día grande de HASHTAG  A los que me preguntáis estoy terminando de pulir mi nueva novela con USER ✍🏻📚❤️ https://t.co/b2CICskE3z;1.0;Celebré el escribiendo y rodeado de este simple puñado de tantos que me gustan y viven en casa  Como buen madrileñoaragonés celebro además  día grande de A los que me preguntáis estoy terminando de pulir mi nueva novela con;1.0
1737;5110;Es una pena que se quemase HASHTAG. Pero más pena me da que en 24h se hayan recaudado 700.000.000€ para restaurarla y que no recaudemos ese dinero para salvar vidas. Es vergonzoso.;-1.0;Es una pena que se quemase  Pero más pena me da que en 24h se hayan recaudado 700  000  000 para restaurarla y que no recaudemos ese dinero para salvar vidas  Es vergonzoso ;-1.0
1738;5112;¡Allá voy! Dispuesta a ver HASHTAG HASHTAG HASHTAG HASHTAG Helado en mano... 🐲;1.0;Allá voy Dispuesta a ver Helado en mano ;0.0
1739;5118;Primer matchball salvado. La izquierda gana. En un mes tenemos el segundo. Seguiremos apostando por quienes defiendan los HASHTAG. HASHTAG HASHTAG;1.0;Primer matchball salvado  La izquierda gana  En un mes tenemos el segundo  Seguiremos apostando por quienes defiendan los ;1.0
